ELCODE,Group_,CommonName,ScientificName,Terrestrial_Aquatic,BBA_Density,BBA_Other,eBird,SDM,NALCC_Landscape_Capability,NALCC_Suitable_Habitat,EO_Data,CPP,AppLCC_caves,Xerces,Habitat_Associations,PARS,PGC_Databases,Citizen_Science,Notes,F21,F22,F23,F24,F25,F26,OBJECTID,SNAME,Cnt_SNAME,First_TaxaGroup,First_ELCODE,First_SCOMNAME
IILEYGR010,Lepidoptera,A Noctuid Moth,Sympistis dentata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,413,Apharetra dentata,3,IB,IILEYGR010,A Noctuid Moth
IILEY8T030,Lepidoptera,Pirate Looper Moth,Syngrapha epigaea,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,414,Syngrapha epigaea,2,IB,IILEY8T030,
IIODO01010,Odonates,Gray Petaltail,Tachopteryx thoreyi,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,415,Tachopteryx thoreyi,36,ID,IIODO01010,Gray Petaltail
IICOL03010,Sawflies,Black-headed Ash Sawfly,Tethida barda,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,416,Dryobius sexnotatus,9,IO,IICOL03010,Six-banded Longhorn Beetle
IILEP16010,Lepidoptera,Southern Cloudywing,Thorybes bathyllus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,417,Thorybes bathyllus,3,IB,IILEP16010,Southern Cloudywing
IMBIV43050,Mussels,Lilliput,Toxolasma parvum,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,418,Toxolasma parvum,6,IU,IMBIV43050,Lilliput
IMBIV45020,Mussels,Fawnsfoot,Truncilla donaciformis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,419,Truncilla donaciformis,2,IU,IMBIV45020,Fawnsfoot
IMBIV45040,Mussels,Deertoe,Truncilla truncata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,420,Truncilla truncata,8,IU,IMBIV45040,Deertoe
IMGAS82200,Snails,Split-tooth Dome,Ventridens virginicus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,421,Ventridens virginicus,3,IO,IMGAS82200,
IMGAS20080,Snails,Delicate Vertigo,Vertigo bollesiana,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,422,Vertigo bollesiana,2,IO,IMGAS20080,
IMBIV47050,Mussels,Rayed Bean,Villosa fabalis,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,423,Villosa fabalis,89,IU,IMBIV47050,Rayed Bean Mussel
IMBIV47060,Mussels,Rainbow Mussel,Villosa iris,Aquatic,n/a,n/a,n/a,Yes - PNHP Susquehanna,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,424,Villosa iris,46,IU,IMBIV47060,Rainbow Mussel
IILEY24010,Lepidoptera,Joyful Holomelina Moth,Virbia laeta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,425,Holomelina laeta,1,IB,IILEY24010,Joyful Holomelina Moth
IILEYLN260,Lepidoptera,Southern Variable Dart Moth,Xestia elimata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,426,Xestia elimata,7,IB,IILEYLN260,Southern Variable Dart Moth
IILEYFX010,Lepidoptera,Broad Sallow Moth,Xylotype capax,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,427,Xylotype capax,10,IB,IILEYFX010,Broad Sallow Moth
IILEY7P260,Lepidoptera,Black-eyed Zale,Zale curema,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,428,Zale curema,1,IB,IILEY7P260,A Zale Moth
IILEY7P170,Lepidoptera,Gray-banded Zale,Zale squamularis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,429,Zale squamularis,1,IB,IILEY7P170,
IILEY7P190,Lepidoptera,A Zale Moth,Zale submediana,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,430,Zale submediana,2,IB,IILEY7P190,A Zale Moth
IILEY43110,Lepidoptera,Pine Barrens Zanclognatha,Zanclognatha martha,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,431,Zanclognatha martha,2,IB,IILEY43110,Pine Barrens Zanclognatha
IILEU06030,Lepidoptera,Rare Spring Moth,Heliomata infulata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,432,,,,,
IILEX0W020,Lepidoptera,Graceful Clearwing,Hemaris gracilis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,433,,,,,
IMGAS03010,Snails,Cherrystone Drop,Hendersonia occulta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,434,,,,,
IIEPH38060,Mayflies,,Heptagenia culacantha,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,435,,,,,
ARADB17020,Reptiles,Eastern Hognose Snake,Heterodon platirhinos,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,Yes,,,,,,,,,,436,,,,,
IZSPN05010,Sponges,Pennsylvania Sponge,Heteromeyenia longistylus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,437,,,,,
IILEYN0040,Lepidoptera,Hop Vine Borer,Hydraecia immanis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,438,,,,,
IILEYN0070,Lepidoptera,A Moth,Hydraecia stramentosa,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,439,,,,,
AAABC02050,Amphibians,Cope's Gray Treefrog,Hyla chrysoscelis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,Yes,,,,,,,,,,440,,,,,
ABPBJ19010,Birds,Wood Thrush,Hylocichla mustelina,Terrestrial,Yes,Yes,Yes,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,441,,,,,
AFBAA01010,Fish,Ohio Lamprey,Ichthyomyzon bdellium,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,442,,,,,
AFBAA01030,Fish,Northern Brook Lamprey,Ichthyomyzon fossor,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,443,,,,,
AFBAA01050,Fish,Mountain Brook Lamprey,Ichthyomyzon greeleyi,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,444,,,,,
AFCKA01030,Fish,Blue Catfish,Ictalurus furcatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,445,,,,,
ABPBX24010,Birds,Yellow-breasted Chat,Icteria virens,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,446,,,,,
AFCJC07020,Fish,Bigmouth Buffalo,Ictiobus cyprinellus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,447,,,,,
IILEU56150,Lepidoptera,Straw Wave Moth,Idaea eremiata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,448,,,,,
IILEU56200,Lepidoptera,A Wave Moth,Idaea violacearia,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,449,,,,,
IIODO72040,Odonates,Furtive Forktail,Ischnura prognata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,450,,,,,
IIODO72050,Odonates,Rambur's Forktail,Ischnura ramburii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,451,,,,,
IIEPH16110,Mayflies,,Isonychia hoffmani,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,452,,,,,
ABNGA02010,Birds,Least Bittern,Ixobrychus exilis,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,453,,,,,
ARAAE01053,Reptiles,Eastern Mud Turtle,Kinosternon subrubrum subrubrum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,Yes,,,,,,,,,,454,,,,,
IIODO45180,Odonates,White Corporal,Ladona exusta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,455,,,,,
AFBAA02010,Fish,Least Brook Lamprey,Lampetra aepyptera,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,456,,,,,
ABPBR01030,Birds,Loggerhead Shrike,Lanius ludovicianus,Terrestrial,n/a,n/a,Yes,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,457,,,,,
AMACC02010,Mammals,Silver-haired Bat,Lasionycteris noctivagans,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,458,,,,,
AFCBA01010,Fish,Spotted Gar,Lepisosteus oculatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,,,n/a ,,,,,,,,,,459,,,,,
AFCQB11040,Fish,Warmouth,Lepomis gulosus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,460,,,,,
AFCQB11080,Fish,Longear Sunfish,Lepomis megalotis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,461,,,,,
IIHEMN2010,True bugs,Fringetree Lace Bug,Leptoypha mutica,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,462,,,,,
IITRI47010,Caddisflies,A Ring-horn Micro-caddisfly,Leucotrichia pictipes,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,463,,,,,
IIPLE0B250,Stoneflies,Variable Needlefly,Leuctra variabilis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,464,,,,,
IIODO45020,Odonates,Bar-winged Skimmer,Libellula axilena,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,465,,,,,
IIODO45070,Odonates,Yellow-sided Skimmer,Libellula flavida,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,466,,,,,
#N/A,Craneflies,Allen's Crane Fly,Limnophila alleni,,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,467,,,,,
#N/A,Craneflies,Marchand's Crane Fly,Limnophila marchandi,,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,468,,,,,
AAABH01170,Amphibians,Northern Leopard Frog,Lithobates pipiens,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,469,,,,,
AAABH01222,Amphibians,Southern Leopard Frog,Lithobates sphenocephalus utricularius,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,470,,,,,
IILEYFE470,Lepidoptera,Franclemont's Pinion Moth,Lithophane franclemonti,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,471,,,,,
IMGASH3030,Snails,--,Littoridinops tenuipes,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,472,,,,,
AFCMA01010,Fish,Burbot,Lota lota,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,473,,,,,
AFCMA01010,Fish,Allegheny Burbot,Lota sp. cf. lota,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,474,,,,,
ABPBY05010,Birds,Red Crossbill,Loxia curvirostra,Terrestrial,Yes,Yes,Yes,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,475,,,,,
IMGAS76010,Snails,--,Lymnaea catascopium,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,476,,,,,
IMGASL2020,Snails,Great Pondsnail,Lymnaea stagnalis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,477,,,,,
AFCJB52080,Fish,Redfin Shiner,Lythrurus umbratilis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,478,,,,,
IILEY45060,Lepidoptera,An Owlet Moth,Macrochilo hypocritalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,479,,,,,
IILEX04090,Lepidoptera,--,Manduca jasminearum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,480,,,,,
AFCJB54010,Fish,Allegheny Pearl Dace,Margariscus margarita,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,481,,,,,
IMGASJ0920,Snails,Boreal Marstonia,Marstonia lustrica,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,482,,,,,
IIPLE0G020,Stoneflies,Shenandoah Needlefly,Megaleuctra flinti,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,483,,,,,
ABNYF04040,Birds,Red-headed Woodpecker,Melanerpes erythrocephalus,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,484,,,,,
IMGAS95380,Snails,Toothed Globe,Mesodon zaletus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,485,,,,,
IILEU3C110,Lepidoptera,Barrens Metarranthis Moth,Metarranthis apiciaria,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,486,,,,,
IILEU3C021,Lepidoptera,Early Metarranthis Moth,Metarranthis sp. near duaria,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,487,,,,,
AMAFF11090,Mammals,Rock Vole,Microtus chrotorrhinus,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,488,,,,,
AFCJC09010,Fish,Spotted Sucker,Minytrema melanops,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,489,,,,,
ABPBX05010,Birds,Black-and-white Warbler,Mniotilta varia,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,490,,,,,
AMACC01130,Mammals,Eastern Small-footed Bat,Myotis leibii,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,491,,,,,
AMACC01010,Mammals,Little Brown Bat,Myotis lucifugus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,492,,,,,
AMACC01150,Mammals,Northern Long-eared Bat,Myotis septentrionalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,493,,,,,
AMACC01100,Mammals,Indiana Bat,Myotis sodalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,494,,,,,
AAAAE01040,Amphibians,Mudpuppy,Necturus maculosus,Aquatic,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,495,,,,,
IIODO74010,Odonates,Southern Sprite,Nehalennia integricollis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,496,,,,,
IILEU4N150,Lepidoptera,Tuscarora Emerald,Nemoria tuscarora,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,497,,,,,
IIPLE0L050,Stoneflies,Three-spined Forestfly,Nemoura trispinosa,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,498,,,,,
IIEPH72010,Mayflies,,Neoephemera purpurea,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,499,,,,,
IIPLE1X030,Stoneflies,Choctaw Stone,Neoperla choctaw,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,500,,,,,
AMAFF08100,Mammals,Allegheny Woodrat,Neotoma magister,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,501,,,,,
IMGAS76010,Snails,Blue Glass Snail,Nesovitrea binneyana,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,502,,,,,
AFCJB26020,Fish,Hornyhead Chub,Nocomis biguttatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,503,,,,,
AFCJB28410,Fish,Bigmouth Shiner,Notropis  dorsalis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,504,,,,,
AFCJB28060,Fish,Comely Shiner,Notropis amoenus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,505,,,,,
AFCJB28180,Fish,Bridle Shiner,Notropis bifrenatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,506,,,,,
AFCJB28190,Fish,River Shiner,Notropis blennius,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,507,,,,,
AFCJB28230,Fish,Ghost Shiner,Notropis buchanani,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,508,,,,,
AFCJB28310,Fish,Ironcolor Shiner,Notropis chalybaeus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,509,,,,,
AFCJB28520,Fish,Blackchin Shiner,Notropis heterodon,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,510,,,,,
AFCJB28770,Fish,Swallowtail Shiner,Notropis procne,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,511,,,,,
AFCKA02040,Fish,Mountain Madtom,Noturus eleutherus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,512,,,,,
AFCKA02110,Fish,Tadpole Madtom,Noturus gyrinus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,513,,,,,
AFCKA02130,Fish,Margined Madtom,Noturus insignis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,514,,,,,
AFCKA02160,Fish,Brindled Madtom,Noturus miurus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,515,,,,,
AFCKA02220,Fish,Northern Madtom,Noturus stigmosus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,516,,,,,
ABNGA13010,Birds,Yellow-crowned Night-Heron,Nyctanassa violacea,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,517,,,,,
ABNGA11010,Birds,Black-crowned Night-Heron,Nycticorax nycticorax,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,518,,,,,
IILEW02010,Lepidoptera,The Angel,Olceclostera angelica,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,519,,,,,
ARADB23010,Reptiles,Rough Green Snake,Opheodrys aestivus,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,520,,,,,
IIODO12102,Odonates,Appalachian snaketail,Ophiogomphus incurvatus incurvatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,521,,,,,
ICMAL11480,Crayfish,Spinycheek Crayfish,Orconectes limosus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,522,,,,,
ILARA10030,Spiders,Beatty's Sheetweb Cave Spider,Oreonetides beattyi,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,523,,,,,
ABPBX01060,Birds,Nashville Warbler,Oreothlypis ruficapilla,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,524,,,,,
IIPLE0M050,Stoneflies,Bent Forestfly,Ostrocerca prolongata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,525,,,,,
IMGAS63030,Snails,,Pallifera fosteri,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,526,,,,,
IMGAS63070,Snails,--,Pallifera ohioensis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,527,,,,,
IMGAS63100,Snails,Severed Mantleslug,Pallifera secreta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,528,,,,,
IMGAS63110,Snails,Variable Mantleslug,Pallifera varia,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,529,,,,,
IILER4L100,Lepidoptera,Splendid Palpita,Palpita magniferalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,530,,,,,
ABNKC01010,Birds,Osprey,Pandion haliaetus,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,531,,,,,
